Creation Time,Marketplace Type,Field of Expertise,Industries,Network Distance Preference,Location Preference,Alumni Match Preferred,Mentorship Purpose,Status
Wed Jul 17 01:55:28 UTC 2019,CAREER_ADVICE,ENGINEERING_AND_TECHNOLOGY,SOFTWARE_AND_IT,NO_PREFERENCE,NO_PREFERENCE,false,I am open to advise and talk for people who want to shift to data science careers and small teams looking to leverage AI for their data ,ACTIVE
