savedItem,createdTime
https://www.linkedin.com/feed/update/urn:li:activity:6596589597436841984,2019-11-03 07:32:47
https://www.linkedin.com/feed/update/urn:li:article:7796177550073952947,2019-07-04 11:40:08
https://www.linkedin.com/feed/update/urn:li:article:7098906129602172264,2019-03-23 08:01:21
