names,headline,links,followers,date,num_posts,likes,comments
Ritu Anand,Chief Leadership & Diversity Officer at TCS,https://www.linkedin.com/in/ritu-anand-9343065/,"22,041","1h • 
  
  1w • 
  
  1w • Edited • 
  
  2w • 
  
  3w • Edited • 
  
  1mo • 
  
  1mo • Edited • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • Edited • 
  
  2mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • Edited • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  6mo • Edited • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  7mo • 
  
 ",35,"['160', '1,114', '1,111', '906', '483', '290', '132', '802', '458', '1,152', '421', '526', '962', '1,203', '469', '645', '783', '62', '2,003', '789', '607', '646', '632', '7', '4,540', '719', '351', '482', '581', '650', '477', '539', '651', '624', '277']","['6 Comments', '116 Comments', '54 Comments', '65 Comments', '40 Comments', '20 Comments', '10 Comments', '58 Comments', '17 Comments', '87 Comments', '18 Comments', '15 Comments', '54 Comments', '107 Comments', '24 Comments', '25 Comments', '35 Comments', '1 Comment', '81 Comments', '34 Comments', '43 Comments', '24 Comments', '26 Comments', '2 Comments', '226 Comments', '64 Comments', '11 Comments', '23 Comments', '37 Comments', '59 Comments', '37 Comments', '32 Comments', '38 Comments', '29 Comments', '13 Comments']"
Harish Bhat,"Brand Custodian, Tata Sons. Passionate marketer, author and columnist. LinkedIn Top Voice 2019.",https://www.linkedin.com/in/harishbhattata/,"22,040","4d • Edited • 
  
  1w • Edited • 
  
  2w • Edited • 
  
  3w • Edited • 
  
  3w • Edited • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  2mo • Edited • 
  
  2mo • Edited • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  4mo • Edited • 
  
  4mo • Edited • 
  
  4mo • Edited • 
  
  4mo • Edited • 
  
  5mo • 
  
  Published • 5mo • 
  
  5mo • Edited • 
  
  6mo • Edited • 
  
  6mo • Edited • 
  
  6mo • Edited • 
  
  6mo • Edited • 
  
  7mo • Edited • 
  
  7mo • Edited • 
  
  7mo • Edited • 
  
  8mo • Edited • 
  
  8mo • Edited • 
  
 ",30,"['248', '770', '665', '577', '190', '62', '360', '627', '415', '981', '4,916', '3,331', '662', '512', '1,139', '338', '2,546', '910', '686', '603', '441', '589', '441', '303', '215', '385', '288', '318', '439', '438']","['27 Comments', '366 Comments', '31 Comments', '100 Comments', '93 Comments', '13 Comments', '139 Comments', '203 Comments', '28 Comments', '77 Comments', '280 Comments', '216 Comments', '116 Comments', '94 Comments', '72 Comments', '55 Comments', '199 Comments', '74 Comments', '44 Comments', '105 Comments', '120 Comments', '50 Comments', '62 Comments', '32 Comments', '30 Comments', '54 Comments', '63 Comments', '35 Comments', '97 Comments', '52 Comments']"
Rekha M Menon,Chairman and Senior Managing Director - Accenture in India,https://www.linkedin.com/in/rekha-m-menon-15325/,"1,35,476","1d • Edited • 
  
  2d • 
  
  3d • 
  
  3d • 
  
  6d • 
  
  1w • 
  
  1w • 
  
  2w • 
  
  2w • 
  
  2w • 
  
  2w • 
  
  3w • 
  
  3w • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  7mo • 
  
  7mo • 
  
  7mo • 
  
 ",65,"['273', '105', '69', '80', '269', '157', '88', '141', '377', '112', '341', '551', '176', '122', '118', '1,356', '789', '485', '46', '322', '68', '90', '89', '55', '344', '134', '241', '43', '82', '101', '365', '356', '40', '485', '17', '20', '18', '119', '95', '188', '80', '186', '68', '606', '264', '362', '142', '106', '1,178', '43', '439', '106', '85', '225', '169', '345', '30', '183', '139', '58', '135', '92', '197', '67', '79']","['9 Comments', '1 Comment', '2 Comments', '10 Comments', '3 Comments', '5 Comments', '5 Comments', '6 Comments', '3 Comments', '10 Comments', '31 Comments', '5 Comments', '4 Comments', '4 Comments', '36 Comments', '12 Comments', '20 Comments', '1 Comment', '7 Comments', '3 Comments', '2 Comments', '1 Comment', '8 Comments', '7 Comments', '3 Comments', '3 Comments', '7 Comments', '12 Comments', '2 Comments', '9 Comments', '9 Comments', '3 Comments', '8 Comments', '1 Comment', '9 Comments', '2 Comments', '20 Comments', '4 Comments', '14 Comments', '2 Comments', '3 Comments', '31 Comments', '1 Comment', '6 Comments', '1 Comment', '1 Comment', '2 Comments', '1 Comment', '10 Comments', '6 Comments', '4 Comments', '1 Comment', '3 Comments', '8 Comments', '3 Comments']"
Satyarth Priyedarshi,"Head of Digital, TATA AIA || Ex-Google, Jio, Flipkart || Linkedin Top Voice || LinkedIn Power Profile 2018 || TEDx Speaker",https://www.linkedin.com/in/satyarth/,"68,365","1h • 
  
  23h • Edited • 
  
  1d • 
  
  2d • 
  
  4d • Edited • 
  
  5d • 
  
  5d • Edited • 
  
  1w • 
  
  1w • Edited • 
  
  1w • 
  
  Published • 1w • 
  
  2w • Edited • 
  
  2w • Edited • 
  
  2w • Edited • 
  
  2w • Edited • 
  
  2w • Edited • 
  
  2w • 
  
  2w • Edited • 
  
  2w • 
  
  2w • Edited • 
  
  2w • 
  
  2w • 
  
  3w • 
  
  3w • 
  
  3w • 
  
  3w • 
  
  3w • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  2mo • 
  
  2mo • Edited • 
  
  2mo • Edited • 
  
  2mo • Edited • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • Edited • 
  
  2mo • Edited • 
  
  2mo • Edited • 
  
  2mo • 
  
  2mo • 
  
  2mo • Edited • 
  
  2mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • Edited • 
  
  4mo • 
  
  4mo • Edited • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • Edited • 
  
  5mo • Edited • 
  
  5mo • 
  
  5mo • Edited • 
  
  5mo • Edited • 
  
  5mo • 
  
  5mo • 
  
  5mo • Edited • 
  
  5mo • 
  
  5mo • 
  
  5mo • Edited • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  6mo • Edited • 
  
  6mo • 
  
  6mo • 
  
  Published • 6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • Edited • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • Edited • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  7mo • 
  
  7mo • Edited • 
  
  7mo • 
  
  7mo • 
  
 ",125,"['142', '111', '712', '84', '145', '325', '191', '78', '5,360', '650', '104', '128', '245', '104', '49', '84', '385', '54', '569', '667', '228', '99', '127', '529', '53', '135', '222', '48', '41', '573', '28', '222', '66', '242', '260', '1,824', '915', '232', '204', '26', '135', '601', '1,750', '311', '43', '99', '88', '246', '602', '109', '923', '256', '3,030', '116', '415', '52', '100', '287', '987', '193', '151', '81', '37', '95', '96', '76', '295', '284', '204', '32', '66', '70', '143', '232', '666', '336', '332', '198', '58', '265', '128', '242', '155', '139', '183', '378', '143', '307', '79', '392', '185', '172', '12,256', '65', '135', '87', '246', '279', '364', '511', '70', '328', '147', '176', '64', '82', '13', '106', '7', '67', '3', '137', '212', '36', '60', '70', '220', '89', '159', '5', '193', '931', '343', '95', '102']","['14 Comments', '7 Comments', '79 Comments', '2 Comments', '11 Comments', '18 Comments', '13 Comments', '3 Comments', '244 Comments', '35 Comments', '8 Comments', '19 Comments', '29 Comments', '15 Comments', '1 Comment', '6 Comments', '29 Comments', '1 Comment', '28 Comments', '95 Comments', '14 Comments', '6 Comments', '5 Comments', '46 Comments', '4 Comments', '15 Comments', '22 Comments', '8 Comments', '25 Comments', '2 Comments', '14 Comments', '9 Comments', '47 Comments', '31 Comments', '58 Comments', '46 Comments', '11 Comments', '11 Comments', '5 Comments', '25 Comments', '31 Comments', '222 Comments', '22 Comments', '14 Comments', '18 Comments', '8 Comments', '56 Comments', '36 Comments', '8 Comments', '30 Comments', '40 Comments', '165 Comments', '7 Comments', '26 Comments', '2 Comments', '9 Comments', '40 Comments', '64 Comments', '19 Comments', '4 Comments', '24 Comments', '4 Comments', '7 Comments', '84 Comments', '32 Comments', '12 Comments', '11 Comments', '4 Comments', '5 Comments', '4 Comments', '12 Comments', '60 Comments', '45 Comments', '26 Comments', '9 Comments', '23 Comments', '7 Comments', '20 Comments', '12 Comments', '41 Comments', '10 Comments', '4 Comments', '10 Comments', '29 Comments', '14 Comments', '20 Comments', '5 Comments', '36 Comments', '7 Comments', '13 Comments', '439 Comments', '10 Comments', '17 Comments', '7 Comments', '19 Comments', '22 Comments', '39 Comments', '64 Comments', '1 Comment', '43 Comments', '20 Comments', '11 Comments', '2 Comments', '4 Comments', '6 Comments', '1 Comment', '6 Comments', '6 Comments', '2 Comments', '4 Comments', '3 Comments', '17 Comments', '3 Comments', '12 Comments', '112 Comments', '50 Comments', '2 Comments', '4 Comments']"
Adhil Shetty,CEO at BankBazaar.com,https://www.linkedin.com/in/adhilshetty/,"6,52,793","3h • Edited • 
  
  1d • Edited • 
  
  4mo • Edited • 
  
  5mo • Edited • 
  
  6mo • 
  
  Published • 6mo • 
  
  6mo • 
  
  6mo • 
  
  7mo • 
  
  7mo • Edited • 
  
 ",10,"['62', '91', '411', '888', '197', '479', '266', '364', '262', '1,060']","['1 Comment', '5 Comments', '9 Comments', '16 Comments', '7 Comments', '14 Comments', '14 Comments', '7 Comments', '4 Comments', '12 Comments']"
Mubeena Azeez,Featured : LinkedIn Top Voices 2019: India || Creative Resume writer ||Global Talent Solutions - Boeing,https://www.linkedin.com/in/mubeena-azeez-79ab0765/,"36,799","3h • Edited • 
  
  1d • Edited • 
  
  1d • 
  
  1d • Edited • 
  
  6d • 
  
  2w • Edited • 
  
  3w • 
  
  1mo • 
  
  1mo • 
  
  1mo • Edited • 
  
  2mo • 
  
  2mo • Edited • 
  
  2mo • 
  
  2mo • Edited • 
  
  2mo • Edited • 
  
  2mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  4mo • 
  
  4mo • Edited • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • Edited • 
  
  5mo • 
  
  5mo • Edited • 
  
  5mo • 
  
  5mo • Edited • 
  
  5mo • 
  
  6mo • 
  
  6mo • Edited • 
  
  6mo • 
  
  6mo • Edited • 
  
  9mo • 
  
  9mo • Edited • 
  
  11mo • 
  
  11mo • 
  
  11mo • 
  
 ",55,"['8', '135', '8', '40', '36', '8', '50', '36', '38', '116', '293', '32', '15', '67', '60', '6', '22', '23', '85', '72', '62', '10', '118', '13', '165', '26', '63', '115', '61', '112', '8', '40', '97', '46', '8', '13', '209', '61', '87', '662', '1,182', '196', '441', '109', '163', '200', '13', '1,011', '35', '472', '427', '6,479', '25', '87', '104']","['4 Comments', '24 Comments', '7 Comments', '1 Comment', '2 Comments', '3 Comments', '9 Comments', '1 Comment', '1 Comment', '16 Comments', '5 Comments', '1 Comment', '3 Comments', '1 Comment', '2 Comments', '4 Comments', '10 Comments', '3 Comments', '1 Comment', '1 Comment', '1 Comment', '9 Comments', '9 Comments', '82 Comments', '144 Comments', '58 Comments', '12 Comments', '31 Comments', '10 Comments', '189 Comments', '8 Comments', '378 Comments', '11 Comments', '4 Comments']"
Tapan Singhel,Managing Director & CEO at Bajaj Allianz General Insurance Co. Ltd.,https://www.linkedin.com/in/tapansinghel/,"6,80,075","1h • 
  
  Published • 1d • 
  
  1d • 
  
  3d • 
  
  4d • 
  
  5d • 
  
  5d • 
  
  5d • 
  
  5d • Edited • 
  
  6d • 
  
  1w • 
  
  1w • 
  
  1w • 
  
  1w • 
  
  1w • 
  
  2w • 
  
  2w • Edited • 
  
  2w • 
  
  2w • Edited • 
  
  2w • 
  
  2w • 
  
  2w • 
  
  3w • 
  
  Published • 3w • 
  
  3w • 
  
  3w • 
  
  3w • 
  
  3w • 
  
  3w • 
  
  3w • 
  
  1mo • Edited • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • Edited • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • Edited • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  Published • 2mo • 
  
  2mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  Published • 4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  Published • 5mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • Edited • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  7mo • 
  
  7mo • 
  
  Published • 7mo • 
  
 ",145,"['247', '199', '384', '694', '235', '123', '672', '349', '534', '574', '243', '4,476', '670', '210', '423', '616', '91', '8,820', '149', '301', '156', '150', '259', '239', '96', '488', '275', '173', '458', '290', '112', '1,037', '178', '446', '2,139', '186', '34', '233', '998', '289', '661', '228', '273', '134', '219', '522', '169', '24', '237', '613', '1,052', '82', '254', '87', '587', '311', '692', '128', '46', '609', '72', '181', '218', '113', '1,258', '494', '527', '181', '227', '421', '303', '236', '489', '175', '360', '362', '225', '651', '976', '857', '264', '461', '473', '65', '491', '288', '1,015', '317', '393', '29', '725', '117', '213', '226', '244', '296', '410', '274', '412', '307', '570', '177', '217', '69', '1,073', '455', '1,343', '537', '178', '590', '1,131', '279', '308', '284', '256', '1,767', '1,738', '1,369', '198', '423', '2,246', '643', '1,960', '142', '553', '1,158', '1,195', '374', '157', '359', '517', '305', '1,037', '124', '375', '384', '143', '330', '94', '207', '921', '173', '214', '571', '208']","['21 Comments', '22 Comments', '102 Comments', '24 Comments', '16 Comments', '10 Comments', '79 Comments', '10 Comments', '51 Comments', '23 Comments', '15 Comments', '150 Comments', '19 Comments', '21 Comments', '21 Comments', '27 Comments', '575 Comments', '8 Comments', '12 Comments', '21 Comments', '3 Comments', '11 Comments', '19 Comments', '2 Comments', '11 Comments', '12 Comments', '26 Comments', '16 Comments', '5 Comments', '6 Comments', '32 Comments', '21 Comments', '33 Comments', '107 Comments', '26 Comments', '8 Comments', '219 Comments', '21 Comments', '7 Comments', '17 Comments', '19 Comments', '6 Comments', '70 Comments', '77 Comments', '24 Comments', '21 Comments', '7 Comments', '63 Comments', '17 Comments', '5 Comments', '11 Comments', '11 Comments', '26 Comments', '9 Comments', '17 Comments', '6 Comments', '35 Comments', '4 Comments', '24 Comments', '4 Comments', '12 Comments', '24 Comments', '52 Comments', '24 Comments', '24 Comments', '11 Comments', '9 Comments', '24 Comments', '37 Comments', '17 Comments', '3 Comments', '32 Comments', '10 Comments', '4 Comments', '49 Comments', '20 Comments', '20 Comments', '33 Comments', '25 Comments', '16 Comments', '2 Comments', '9 Comments', '9 Comments', '24 Comments', '40 Comments', '10 Comments', '23 Comments', '7 Comments', '1 Comment', '11 Comments', '14 Comments', '44 Comments', '9 Comments', '2 Comments', '7 Comments', '6 Comments', '10 Comments', '1 Comment', '18 Comments', '31 Comments', '8 Comments', '28 Comments', '23 Comments', '4 Comments', '44 Comments', '55 Comments', '24 Comments', '22 Comments', '7 Comments', '13 Comments', '105 Comments', '37 Comments', '39 Comments', '19 Comments', '40 Comments', '132 Comments', '45 Comments', '74 Comments', '20 Comments', '77 Comments', '20 Comments', '6 Comments', '22 Comments', '10 Comments', '15 Comments', '9 Comments', '25 Comments', '1 Comment', '21 Comments', '55 Comments', '6 Comments', '6 Comments', '5 Comments', '15 Comments', '9 Comments', '4 Comments', '28 Comments', '32 Comments', '9 Comments']"
Rahul Subramanian,Here to crack jokes and not to be taken seriously,https://www.linkedin.com/in/rahul-subramanian-74347510/,"2,11,250","1d • Edited • 
  
  2d • 
  
  3d • Edited • 
  
  5d • Edited • 
  
  6d • 
  
  1w • Edited • 
  
  1w • 
  
  1w • 
  
  2w • Edited • 
  
  2w • 
  
  2w • 
  
  2w • 
  
  2w • Edited • 
  
  3w • 
  
  3w • 
  
  3w • 
  
  3w • 
  
  3w • Edited • 
  
  3w • Edited • 
  
  1mo • Edited • 
  
  1mo • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • 
  
  1mo • Edited • 
  
  1mo • 
  
  1mo • Edited • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • Edited • 
  
  1mo • 
  
  1mo • Edited • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • Edited • 
  
  2mo • 
  
  2mo • Edited • 
  
  2mo • Edited • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • Edited • 
  
  2mo • Edited • 
  
  2mo • Edited • 
  
  2mo • Edited • 
  
  2mo • 
  
  2mo • Edited • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • Edited • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • Edited • 
  
  4mo • 
  
  4mo • 
  
  4mo • Edited • 
  
  4mo • Edited • 
  
  4mo • Edited • 
  
  4mo • Edited • 
  
  4mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • Edited • 
  
  4mo • 
  
  5mo • 
  
  5mo • Edited • 
  
  5mo • 
  
  5mo • 
  
  5mo • Edited • 
  
  5mo • Edited • 
  
  5mo • Edited • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  5mo • Edited • 
  
  5mo • Edited • 
  
  5mo • Edited • 
  
  5mo • 
  
  5mo • 
  
  5mo • 
  
  6mo • 
  
  6mo • Edited • 
  
  6mo • 
  
  6mo • Edited • 
  
  6mo • Edited • 
  
  6mo • 
  
  6mo • 
  
  6mo • 
  
  6mo • Edited • 
  
  6mo • Edited • 
  
  6mo • Edited • 
  
  6mo • 
  
  6mo • 
  
  6mo • Edited • 
  
  7mo • 
  
  7mo • 
  
  7mo • Edited • 
  
  7mo • Edited • 
  
  7mo • Edited • 
  
  7mo • Edited • 
  
  7mo • Edited • 
  
  7mo • 
  
  7mo • 
  
  7mo • Edited • 
  
 ",132,"['1,356', '6,915', '2,100', '2,717', '7,575', '3,770', '7,958', '11,855', '16,592', '2,345', '4,129', '3,633', '4,365', '8,809', '4,438', '451', '1,072', '300', '3,075', '2,356', '3,719', '6,096', '15,482', '5,268', '5,462', '2,089', '4,892', '1,453', '4,518', '5,967', '5,708', '6,948', '3,246', '4,989', '1,102', '2,125', '6,636', '1,752', '988', '5,357', '869', '6,147', '815', '7,476', '9,921', '454', '17,581', '3,311', '25,722', '5,124', '16,236', '1,638', '5,112', '2,212', '558', '1,994', '10,049', '2,747', '5,262', '4,720', '823', '24,312', '6,595', '4,280', '17,455', '5,121', '2,383', '2,761', '19,609', '591', '8,693', '5,621', '1,798', '9,177', '7,936', '14,151', '7,212', '3,583', '4,908', '2,307', '7,715', '1,944', '10,994', '8,558', '1,629', '4,665', '820', '5,289', '6,132', '4,591', '1,943', '4,162', '3,134', '3,134', '774', '6,865', '6,089', '4,584', '1,747', '4,463', '893', '3,893', '11,805', '11,363', '2,004', '3,759', '2,537', '7,875', '4,491', '11,920', '3,384', '2,067', '22,031', '2,533', '2,852', '815', '679', '1,315', '1,841', '7,252', '3,025', '1,017', '4,496', '3,348', '3,911', '922', '2,662', '2,105', '5,987', '4,346', '1,587', '408']","['61 Comments', '117 Comments', '11 Comments', '19 Comments', '128 Comments', '84 Comments', '231 Comments', '196 Comments', '272 Comments', '20 Comments', '40 Comments', '23 Comments', '66 Comments', '133 Comments', '32 Comments', '17 Comments', '22 Comments', '4 Comments', '51 Comments', '19 Comments', '65 Comments', '80 Comments', '272 Comments', '76 Comments', '80 Comments', '26 Comments', '139 Comments', '38 Comments', '65 Comments', '63 Comments', '87 Comments', '90 Comments', '177 Comments', '72 Comments', '38 Comments', '22 Comments', '140 Comments', '77 Comments', '40 Comments', '79 Comments', '54 Comments', '168 Comments', '40 Comments', '89 Comments', '182 Comments', '27 Comments', '234 Comments', '114 Comments', '334 Comments', '80 Comments', '143 Comments', '45 Comments', '75 Comments', '46 Comments', '25 Comments', '125 Comments', '150 Comments', '22 Comments', '71 Comments', '78 Comments', '46 Comments', '426 Comments', '102 Comments', '129 Comments', '208 Comments', '51 Comments', '37 Comments', '33 Comments', '254 Comments', '19 Comments', '104 Comments', '54 Comments', '360 Comments', '231 Comments', '93 Comments', '184 Comments', '192 Comments', '20 Comments', '67 Comments', '56 Comments', '201 Comments', '18 Comments', '108 Comments', '184 Comments', '20 Comments', '132 Comments', '73 Comments', '93 Comments', '120 Comments', '29 Comments', '25 Comments', '45 Comments', '122 Comments', '30 Comments', '45 Comments', '53 Comments', '72 Comments', '72 Comments', '24 Comments', '51 Comments', '86 Comments', '54 Comments', '164 Comments', '135 Comments', '153 Comments', '69 Comments', '33 Comments', '73 Comments', '70 Comments', '234 Comments', '70 Comments', '31 Comments', '398 Comments', '45 Comments', '61 Comments', '28 Comments', '18 Comments', '75 Comments', '66 Comments', '140 Comments', '86 Comments', '9 Comments', '176 Comments', '92 Comments', '68 Comments', '32 Comments', '41 Comments', '85 Comments', '55 Comments', '39 Comments', '14 Comments', '16 Comments']"
Kunal Shah,"Founder : CRED, FreeCharge",https://www.linkedin.com/in/kunalshah1/,"1,32,111","1d • 
  
  1d • 
  
  6d • 
  
  6d • 
  
  6d • 
  
  1w • 
  
  1w • 
  
  2w • 
  
  3w • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  1mo • 
  
  2mo • 
  
  2mo • 
  
  2mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  3mo • 
  
  4mo • 
  
  4mo • 
  
  4mo • Edited • 
  
  5mo • 
  
  5mo • 
  
  6mo • 
  
  6mo • Edited • 
  
  7mo • 
  
  8mo • 
  
 ",40,"['258', '5,069', '842', '2,632', '511', '5,359', '550', '35', '12', '1,416', '877', '46', '425', '1,988', '1,744', '1,137', '853', '1,571', '46', '2,899', '3,415', '6,657', '3,745', '1,111', '846', '145', '6,320', '1,459', '1,394', '942', '548', '3,517', '1,412', '370', '1,977', '1,868', '1,342', '2,649', '993', '487']","['3 Comments', '152 Comments', '413 Comments', '61 Comments', '19 Comments', '186 Comments', '13 Comments', '3 Comments', '32 Comments', '27 Comments', '5 Comments', '36 Comments', '25 Comments', '101 Comments', '26 Comments', '28 Comments', '1 Comment', '70 Comments', '906 Comments', '294 Comments', '83 Comments', '22 Comments', '18 Comments', '19 Comments', '325 Comments', '41 Comments', '62 Comments', '47 Comments', '18 Comments', '110 Comments', '1,193 Comments', '182 Comments', '73 Comments', '196 Comments', '59 Comments', '72 Comments', '38 Comments', '21 Comments']"
