Date,ShareLink,ShareCommentary,SharedURL,MediaURL,Visibility
2019-12-24 10:54:23,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6615192780643889152,"A sneak peak into SupervisedLearning.com analysis of Sanitation data as shared by Govt of India. ""
""""
""One thing - we have come a long way in improving sanitation especially toilets in Rural areas. ""
""""
""More analysis on the way !!""
""""
""Kudos to Sai Krishna Dammalapati for the impressive work.""
""""
""#modi, #Swachhbharat""
""""
""Source of Data : Ministry of Statistics website. Link in comments ""
""Tools used : Python to extract , process. Tableau for Viz.",,,MEMBER_NETWORK
2019-12-23 13:09:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6614864274961600512,"A lot of people ask me ‘Is deep work and deep learning same’ ? ""
""""
""No. They aren’t ""
""""
""Deep Learning is about training artificial neurons for complex patterns""
""""
""Deep work is about training NATURAL neurons to learn and solve complex stuff ! ""
""""
""Hope this clarifies !",,,MEMBER_NETWORK
2019-12-23 04:32:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6614734394768883712,"When the first criticism came on Siraj Raval , the critics got bashed not Siraj. Such was his reputation.  Over a few weeks - a lot of his mistakes/blunders were exposed. ""
""""
""Reputation is so hard to keep as much hard is to gain !! In the momentum towards not so right metrics - Siraj landed in deep trouble and lost a lot of his reputation - a devastating blow to him !! ""
""""
""Today I watched his  apology video completely here - https://lnkd.in/fABGRjK and there are a lot of lessons to be learnt from this episode for everyone""
""""
""1. It takes immense guts to apologize publicly""
""2. For the first time, I saw him brutally honest - especially talking about his topics of content and confessing he literally didn't know anything on stock predictions and crediting a lot of developers. ""
""""
""Keeping plagiarism, other negative things aside - he was an inspiration to many to start YouTube channels. His marketing was envied by Marketing Gurus as well. His downfall is a lesson for many influencers !!""
""""
""I am convinced that Siraj has learned his lessons and his resolution of focus for quality and uplifting fellow developers is really good.  Waiting eagerly for next !",https://youtu.be/1zZZjaYl4AA,https://i.ytimg.com/vi/1zZZjaYl4AA/hqdefault.jpg,MEMBER_NETWORK
2019-12-23 04:32:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6614734394768883712,"When the first criticism came on Siraj Raval , the critics got bashed not Siraj. Such was his reputation.  Over a few weeks - a lot of his mistakes/blunders were exposed. ""
""""
""Reputation is so hard to keep as much hard is to gain !! In the momentum towards not so right metrics - Siraj landed in deep trouble and lost a lot of his reputation - a devastating blow to him !! ""
""""
""Today I watched his  apology video completely here - https://lnkd.in/fABGRjK and there are a lot of lessons to be learnt from this episode for everyone""
""""
""1. It takes immense guts to apologize publicly""
""2. For the first time, I saw him brutally honest - especially talking about his topics of content and confessing he literally didn't know anything on stock predictions and crediting a lot of developers. ""
""""
""Keeping plagiarism, other negative things aside - he was an inspiration to many to start YouTube channels. His marketing was envied by Marketing Gurus as well. His downfall is a lesson for many influencers !!""
""""
""I am convinced that Siraj has learned his lessons and his resolution of focus for quality and uplifting fellow developers is really good.  Waiting eagerly for next !",https://youtu.be/1zZZjaYl4AA,https://i.ytimg.com/vi/1zZZjaYl4AA/hqdefault.jpg,MEMBER_NETWORK
2019-12-23 03:58:49,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6614725811373207552,"Glad to cover the story of Anand Malligavad , Lake Conservationist who is leading a crusade against collective ignorance of Lakes in Bangalore at our blog. ""
""""
""@The Positive India wrote about his efforts which is our tiny respect towards the work you are doing.The country needs more people like you who are sensitize masses towards Environment. ""
""""
""Link for article - https://lnkd.in/fqAJmB2 ""
""""
""Thank you Ipsa Arora for covering the article !! ",,,MEMBER_NETWORK
2019-12-22 03:47:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6614360691098914816,"Cooking is very similar to model building !!""
""""
""It's all about getting relevant ingredients (data) and slicing them in proper size (pre process data) and using only required fire (compute ) and letting things happen (training model) patiently !! ""
""""
""More similarities""
""1. There is no perfect model - no perfect recipe ""
""2. The real skill is what to use, when and how  - in modelling - same with cooking ""
""3. Perseverance is the key. ""
""4. Passion is more important than anything else""
""""
""""
""Dedicated to all people who think of gradient descent while adding salt  !! ""
""""
""Special post on the second anniversary of me giving up weekends for my passion ! Happy Sunday and holidays !!",,,MEMBER_NETWORK
2019-12-21 03:29:34,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6613993676144250880,"This is the picture from 17 October 2017 when I was working full time. After work , I used to brainstorm on this small board. ""
""""
""Mentoring at SupervisedLearning.com  wasn’t born today or 3 mo ago ! The work started more than 2.5 years ago. The planning is meticulous and execution is flawless ! ""
""""
""We have come long way !! A lot of changes in strategy. ‘Bridge the gap’ still remains the same.  ""
""""
""What you do 9-5 doesn’t shape your career. What you do 5pm to 9 am makes you !!",,,MEMBER_NETWORK
2019-12-18 05:05:41,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6612930701635481600,"LinkedIn recognizes my efforts really well !!""
""""
""Ranked 25 out of 25 in building relationships !! ""
""""
""And top 1 percentile in Social Selling Index. Time to work on finding right people !!",,,MEMBER_NETWORK
2019-12-16 15:18:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6612360072167292928,"Almost 11 mo ago, I posted a comment on importance of EDA when Rahul Lanka  asked me. Reposting !""
""""
""Importance of Exploratory Data Analysis""
""""
""In a DS project, your model can be a black box but your data shouldn't be. To understand what are the features, sizes, shape, their ranges, number of unique values, how they are correlated to target variable etc. and a lot more, you need to do EDA. ""
""""
""And there are tons of ideas (hypothesis), you generate while doing EDA. For example, in a regression problem, I realized doing clustering and generating a new feature with clustered labels and then proceeding with regression helped me increase accuracy. It made business sense too.  ""
""""
""I saw many such benefits of EDA in real life. EDA is advanced version of reporting /BI/ dashboard. Business wise, it adds much more value than modelling. If your model fails, your client may still be happy with insights you gave from EDA. Hence, it's a backup deliverable. ""
""""
""EDA is exhaustive so there are some basic factors to check but it's not a sing list. If you are keen on getting good at EDA, go to kaggle, pick popular competitions and check out kernels with EDA.""
""""
""""
""Preksha Kaparwan  Amit Choudhary  Ankit Rathi  Srivatsan Srinivasan  Imaad Mohamed Khan  Srinivasan Saripalli kindly share your views as well",,,MEMBER_NETWORK
2019-12-15 07:07:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6611874074706702336,"The new definition of scholarship is here !! ""
""""
""When a heavily funded edutech leverages its user base to promote another brand by giving a very basic free course as a reward to boost the pseudo self-esteem of a vulnerable learner community !!",,,MEMBER_NETWORK
